0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Prijs,€ 3.950.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Herenwoning (Huis),Woonopp.,530 m²,Grondopp.,213 m²,Slaapkamers,5,Badkamers,5,Garages,2,Bebouwing,gesloten,Bouwjaar,1920,EPC,156 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF45K,Days: 155,,,,
Prijs,€ 259.000,Adres,"Laënneclaan 15, 1020 Laken",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Bouwjaar,1960,EPC,321 kWh/m²,Energieklasse,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KF3NN,Days: 229,,,,,,,,,,,,,,,
Prijs,€ 259.000,Adres,"Laënneclaan 15, 1020 Laken",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1958,EPC,327 kWh/m²,Energieklasse,KI,€ 871,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KF3NM,Days: 243,,,,,,,,,,,
Prijs,€ 3.995.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Kantoor met woning (Bedrijfsvastgoed),Woonopp.,1.767 m²,Grondopp.,398 m²,Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,1911,EPC,633 kWh/m²,Energieklasse,Vrij op,01/09/2020,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KF2YT,Days: 122,,,,,,,,
Prijs,€ 3.200.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Gemengd gebruik (Huis),Woonopp.,1.425 m²,Grondopp.,500 m²,Slaapkamers,1,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1900,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 13.401,Vrij op,29/03/2019,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF2VV,Days: 125,,,
Prijs,€ 409.000,Adres,"Straat niet gekend,",1020 Laken,Type,Eengezinswoning (Huis),Woonopp.,"198,50 m²",Grondopp.,op aanvraag »,Slaapkamers,3,Badkamers,2,Garages,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,462 kWh/m²,Energieklasse,KI,€ 805,Vrij op,overeen te komen,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KF2GT,Days: 540,,
Prijs,€ 695.000,Adres,"Stefaniaplein 4 / 3E, 1050 Elsene",Type,Appartement,Woonopp.,200 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1930,EPC,213 kWh/m²,Energieklasse,KI,€ 2.647,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KEYMV,Days: 199,,,,,,,,,
Prijs,€ 259.500,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,50 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,119 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYI3,Days: 128,,,,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,30 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDU,Days: 115,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDT,Days: 44,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDQ,Days: 50,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDN,Days: 49,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,25 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDL,Days: 33,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDK,Days: 55,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDD,Days: 28,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDF,Days: 31,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDG,Days: 38,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDE,Days: 31,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,25 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDC,Days: 36,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDB,Days: 50,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDA,Days: 31,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,25 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD9,Days: 52,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD8,Days: 34,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,26 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD6,Days: 36,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD4,Days: 47,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD7,Days: 37,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,24 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD5,Days: 32,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Studio met slaaphoek (Appartement),Woonopp.,23 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,02/09/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD3,Days: 36,,,,,,,,,
Prijs,€ 29.990,Adres,"Akenkaai 44, 1000 Brussel",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2020,EPC,In aanvraag,KI,€ 1.502,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KEWYU,Days: 46,,,,,,,,,,,,,,
Prijs,€ 22.000,Adres,"Rue Stevin 8, 1000 Brussel",Type,Staanplaats (Garage),Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KEWUW,Days: 63,,,,,,,,,,,,,,,,
Prijs,Prijs op aanvraag »,Adres,"Straat niet gekend,",1000 Brussel,Type,Herenwoning (Huis),Woonopp.,800 m²,Grondopp.,395 m²,Slaapkamers,4,Badkamers,5,Garages,1,Bebouwing,gesloten,Bouwjaar,1933,EPC,184 kWh/m²,Energieklasse,Vrij op,onmiddellijk,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEW0B,Days: 1272,,,,
Prijs,€ 30.000,Adres,"Emile Jacqmainlaan 137, 1000 Brussel",Type,Garage,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KEVLG,Days: 75,,,,,,,,,,,,,,,,,,
Prijs,€ 695.000,Adres,"Straat niet gekend,",1020 Laken,Type,Appartementsgebouw (Bedrijfsvastgoed),Woonopp.,310 m²,Grondopp.,148 m²,Handelsopp.,145 m²,Badkamers,2,Bebouwing,gesloten,Bouwjaar,1890,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 3.133,https://www.zimmo.be/nl/laken-1020/te-koop/bedrijfsvastgoed/KEUXB,Days: 44,,,,,
Prijs,€ 28.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2013,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KETRT,Days: 43,,,,,,,,,,,,,,,,,
Prijs,€ 700.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Kantoorruimte (Bedrijfsvastgoed),Woonopp.,275 m²,Grondopp.,300 m²,Handelsopp.,op aanvraag »,Garages,1,Bebouwing,halfopen,Bouwjaar,1960,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 5.600,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KEU28,Days: 39,,,,,
Prijs,€ 850.000,Adres,"Straat niet gekend,",1180 Ukkel,Type,Kantoorruimte (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,200 m²,Handelsopp.,100 m²,Bebouwing,halfopen,Bouwjaar,2021,EPC,91 kWh/m²,Energieklasse,https://www.zimmo.be/nl/ukkel-1180/te-koop/bedrijfsvastgoed/KETRM,Days: 48,,,,,,,,,,
Prijs,€ 685.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,160 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,op aanvraag »,EPC,92 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KETRK,Days: 148,,,,,,,,,,,,
Prijs,€ 850.000,Adres,"Straat niet gekend,",1180 Ukkel,Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,200 m²,Handelsopp.,100 m²,Bebouwing,halfopen,Bouwjaar,2021,EPC,91 kWh/m²,Energieklasse,https://www.zimmo.be/nl/ukkel-1180/te-koop/bedrijfsvastgoed/KETT0,Days: 37,,,,,,,,,,
Prijs,€ 700.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,275 m²,Slaapkamers,4,Badkamers,2,Garages,1,Bouwjaar,1960,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 5.600,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KETT2,Days: 95,,,,,,,
Prijs,€ 675.000,Adres,"Maria-Theresiastraat 46, 1000 Brussel",Type,Triplex (Appartement),Woonopp.,175 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1900,EPC,116 kWh/m²,Energieklasse,KI,€ 1.101,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KESFS,Days: 159,,,,,,,,,,,
Prijs,€ 379.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,95 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1960,EPC,1173 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KESGB,Days: 88,,,,,,,,,,,,
Prijs,€ 1.690.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Woning (Huis),Woonopp.,400 m²,Grondopp.,85 m²,Slaapkamers,3,Badkamers,3,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 2.592,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KESGD,Days: 124,,,,,
Prijs,€ 339.000,Adres,"Rue Anglaise 13, 1000 Brussel",Type,Woning (Huis),Woonopp.,100 m²,Grondopp.,128 m²,Slaapkamers,2,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,251 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KESG3,Days: 684,,,,,,,,,
Prijs,€ 445.000,Adres,"Aarlenstraat 51, 1000 Brussel",Type,Appartement,Woonopp.,125 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,265 kWh/m²,Energieklasse,KI,€ 1.507,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KESKD,Days: 168,,,,,,,,,
Prijs,€ 25.000,Adres,"Square Marguerite 1, 1000 Brussel",Type,Kelder garage (Garage),Garages,1,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KESJW,Days: 69,,,,,,,,,,,,,,,,
Prijs,€ 695.000,Adres,"Straat niet gekend,",1020 Laken,Type,Kantoorgebouw (Bedrijfsvastgoed),Woonopp.,310 m²,Grondopp.,148 m²,Handelsopp.,145 m²,Badkamers,2,Bebouwing,gesloten,Bouwjaar,1890,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 3.133,https://www.zimmo.be/nl/laken-1020/te-koop/bedrijfsvastgoed/KERV2,Days: 37,,,,,
Prijs,€ 1.500.000,Adres,"Straat niet gekend,",1050 Elsene,Type,Appartement,Woonopp.,285 m²,Slaapkamers,3,Badkamers,2,Garages,2,Bouwjaar,op aanvraag »,EPC,214 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/K5ZWM,Days: 128,,,,,,,,
Prijs,€ 975.000,Adres,"Helihavenlaan 1, 1000 Brussel",Type,Kantoor (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,op aanvraag »,Handelsopp.,522 m²,Bebouwing,op aanvraag »,Bouwjaar,2019,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KENUB,Days: 54,,,,,,,,
Prijs,€ 480.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,120 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,1890,EPC,336 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KENRE,Days: 199,,,,,,,,,,,,
Prijs,€ 795.000,Adres,"Avenue De La Renaissance - Renaissancelaan 21, 1000 Brussel",Type,Appartement,Woonopp.,202 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1970,EPC,193 kWh/m²,Energieklasse,KI,€ 4.097,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEMXY,Days: 110,,,,,,,,,,,
Prijs,€ 399.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,75 m²,Slaapkamers,1,Badkamers,1,Tuin,Z,Bouwjaar,1900,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEMLC,Days: 198,,,,,,,,,
Prijs,€ 475.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,96 m²,Slaapkamers,2,Tuin,Z,Bouwjaar,2003,EPC,116 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEML0,Days: 78,,,,,,,,,,,,
Prijs,€ 1.299.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Woning (Huis),Woonopp.,526 m²,Grondopp.,105 m²,Slaapkamers,5,Badkamers,3,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KELHQ,Days: 105,,,,,,,
Prijs,€ 2.990.000,Adres,"Dieleghemdreef 79, 1000 Brussel",Type,Villa (Huis),Woonopp.,500 m²,Grondopp.,12.387 m²,Slaapkamers,5,Badkamers,4,Tuin,Z,Bebouwing,op aanvraag »,Bouwjaar,1937,EPC,491 kWh/m²,Energieklasse,KI,€ 3.857,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEK9W,Days: 460,,,
Prijs,€ 350.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,90 m²,Slaapkamers,2,Tuin,Z,Bouwjaar,2019,EPC,82 kWh/m²,Energieklasse,KI,€ 1.206,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KELHP,Days: 234,,,,,,,,
Prijs,€ 193.900,Adres,"Antwerpsesteenweg 233, 1000 Brussel",Type,Handelspand (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,65 m²,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KEIFS,Days: 103,,,,,,,,,,
Prijs,€ 2.450.000,Adres,"Pantheonlaan, 1000 Brussel",Type,Woning (Huis),Woonopp.,1.200 m²,Grondopp.,1.114 m²,Slaapkamers,10,Badkamers,2,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,593 kWh/m²,Energieklasse,KI,€ 6.105,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEIDT,Days: 239,,,,,
Prijs,€ 185.000,Adres,"Boulevard Du Neuvième De Ligne - Negende Linielaan 37, 1000 Brussel",Type,Appartement,Woonopp.,73 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2011,EPC,228 kWh/m²,Energieklasse,KI,€ 1.136,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEH10,Days: 2396,,,,,,,,,,,
Prijs,€ 399.000,Adres,"Quai des usines 156 / 2.06, 1000 Brussel",Type,Appartement,Woonopp.,126 m²,Slaapkamers,3,Bouwjaar,op aanvraag »,EPC,210 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEH2A,Days: 146,,,,,,,,,,,,,,,
Prijs,€ 190.000,Adres,"Korte Boterstraat 1, 1000 Brussel",Type,Gemengd gebruik (Huis),Woonopp.,op aanvraag »,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEEN7,Days: 1527,,,,,,
Prijs,€ 625.000,Adres,"Rue Pieremans 51, 1000 Brussel",Type,Woning (Huis),Woonopp.,240 m²,Grondopp.,op aanvraag »,Slaapkamers,6,Badkamers,6,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,291 kWh/m²,Energieklasse,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KED6F,Days: 226,,,,,,,
Prijs,€ 195.000,Adres,"Rue Saint-Jean 13, 1000 Brussel",Type,Handelszaak (Bedrijfsvastgoed),Woonopp.,50 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,onmiddellijk,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KED69,Days: 98,,,,,,,,
Prijs,€ 209.000,Adres,"Nieuwland 51, 1000 Brussel",Type,Kot-Kamer,Woonopp.,38 m²,Badkamers,1,Bouwjaar,2017,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/kot-kamer/KE7OO,Days: 324,,,,,,,,,,,,,,
Prijs,€ 39.500,Adres,"De Wandstraat 225, 1020 Laken",Type,Garage,Bebouwing,op aanvraag »,Bouwjaar,2001,EPC,In aanvraag,https://www.zimmo.be/nl/laken-1020/te-koop/garage/KE7DR,Days: 192,,,,,,,,,,,,,,,,,,
Prijs,€ 312.000,Adres,"Parkdreef 25, 1000 Brussel",Type,Appartement,Woonopp.,80 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GX,Days: 130,,,,,,,,,,,,
Prijs,€ 340.000,Adres,"Parkdreef 41, 1000 Brussel",Type,Appartement,Woonopp.,80 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2025,EPC,45 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GM,Days: 59,,,,,,,,,,,,,
Prijs,€ 379.000,Adres,"Drève Du Parc - Parkdreef 45, 1000 Brussel",Type,Appartement,Woonopp.,93 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GS,Days: 43,,,,,,,,,,,,
Prijs,€ 269.000,Adres,"Drève Du Parc - Parkdreef 45, 1000 Brussel",Type,Appartement,Woonopp.,66 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GR,Days: 139,,,,,,,,,,,,
Prijs,€ 325.000,Adres,"Parkdreef 25, 1000 Brussel",Type,Appartement,Woonopp.,80 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2022,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5H1,Days: 198,,,,,,,,,,,,
Prijs,€ 354.000,Adres,"Parkdreef 25, 1000 Brussel",Type,Appartement,Woonopp.,100 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2022,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5H8,Days: 177,,,,,,,,,,,,
Prijs,€ 291.000,Adres,"Parkdreef 41, 1000 Brussel",Type,Appartement,Woonopp.,72 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GN,Days: 80,,,,,,,,,,,,
Prijs,€ 457.000,Adres,"Drève Du Parc - Parkdreef 6 / 1, 1000 Brussel",Type,Appartement,Woonopp.,113 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GP,Days: 98,,,,,,,,,,,,
Prijs,€ 510.000,Adres,"Priemstraat 53, 1000 Brussel",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,2,Badkamers,2,Bouwjaar,1995,EPC,109 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE38U,Days: 269,,,,,,,,,
Prijs,€ 699.000,Adres,"Straat niet gekend,",1020 Laken,Type,Woning (Huis),Woonopp.,360 m²,Grondopp.,op aanvraag »,Slaapkamers,8,Badkamers,3,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,565 kWh/m²,Energieklasse,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KE392,Days: 389,,,,,,,,
Prijs,€ 580.000,Adres,"Koopliedenstraat 13, 1000 Brussel",Type,Appartement,Woonopp.,138 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,op aanvraag »,EPC,151 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE2ZZ,Days: 245,,,,,,,,,,,,,
